Fecha,Departamento_DelitoSexual,Municipio_DelitoSexual,Dia,Hora,Barrio,Zona,Clase_de_sitio,Arma_empleada,Movil Agresor,Movil Victima,Edad,Sexo,Estado_civil,Pais_de_nacimiento,Clase_de_empleado,Profesion,Escolaridad,Codigo_DANE,Delitos_Sexuales
02/24/2018 12:00:00 AM,CALDAS,ANSERMA,Sabado,12/31/1899 09:00:00 AM,VDA ALSACIA,RURAL,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,5,MASCULINO,SOLTERO,-,ESTUDIANTE,-,PRIMARIA,17042000,1
02/24/2018 12:00:00 AM,CALDAS,MANIZALES (CT),Sabado,12/31/1899 09:00:00 PM,COLON,RURAL,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,23,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,17001000,1
02/24/2018 12:00:00 AM,CASANARE,MANI,Sabado,12/31/1899 09:00:00 PM,BELGRADO,RURAL,POTREROS,NO REPORTADO,A PIE,A PIE,40,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,SECUNDARIA,85139000,1
02/24/2018 12:00:00 AM,CASANARE,YOPAL (CT),Sabado,12/31/1899 07:00:00 PM,SAN RAFAEL,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,9,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,85001000,1
02/24/2018 12:00:00 AM,CAUCA,POPAYAN (CT),Sabado,12/31/1899 06:00:00 PM,TOMAS C. DE MOSQUERA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,5,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,19001000,1
02/24/2018 12:00:00 AM,CAUCA,POPAYAN (CT),Sabado,12/31/1899 10:00:00 AM,MACHANGARA,URBANA,PARQUES,ESCOPOLAMINA,A PIE,A PIE,35,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,19001000,1
02/24/2018 12:00:00 AM,CAUCA,POPAYAN (CT),Sabado,12/31/1899 05:00:00 PM,CADILLAL,URBANA,VIAS PUBLICAS,ESCOPOLAMINA,A PIE,A PIE,14,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,19001000,1
02/24/2018 12:00:00 AM,CESAR,PAILITAS,Sabado,12/31/1899 12:00:00 AM,FUNDADORES,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,13,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,20517000,1
02/24/2018 12:00:00 AM,CESAR,VALLEDUPAR (CT),Sabado,12/31/1899 02:00:00 PM,12 DE OCTUBRE,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,10,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,20001000,1
02/24/2018 12:00:00 AM,CORDOBA,SAN ANTERO,Sabado,12/31/1899 06:00:00 PM,9 DE ENERO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,6,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,ANALFABETA,23672000,1
02/24/2018 12:00:00 AM,CORDOBA,SAN BERNARDO DEL VIENTO,Sabado,12/31/1899 11:00:00 AM,CGTO PAJONAL,RURAL,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,12,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,SECUNDARIA,23675000,1
02/24/2018 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),Sabado,12/31/1899 03:30:00 AM,TIBABITA E-1,URBANA,APARTAMENTO EN CONJUNTO CERRADO,CONTUNDENTES,A PIE,A PIE,28,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,LICENCIADO,SUPERIOR,11001000,1
02/24/2018 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),Sabado,12/31/1899 10:00:00 PM,EUROPA E-10,URBANA,OTRO,ESCOPOLAMINA,A PIE,A PIE,35,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,11001000,1
02/24/2018 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),Sabado,12/31/1899 12:30:00 AM,SIERRA MORENA E-19,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,13,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,11001000,1
02/24/2018 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),Sabado,12/31/1899 09:00:00 PM,SAN ANTONIO E-7,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,7,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,11001000,1
02/24/2018 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),Sabado,12/31/1899 11:00:00 PM,CALLEJON DE SANTA BARBARA E-18,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,5,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,11001000,1
02/24/2018 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),Sabado,12/31/1899 11:00:00 PM,CALLEJON DE SANTA BARBARA E-18,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,13,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,11001000,1
02/24/2018 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),Sabado,12/31/1899 01:30:00 AM,CARACOLI E-19,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,5,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,ANALFABETA,11001000,1
02/24/2018 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),Sabado,12/31/1899 01:30:00 AM,CARACOLI E-19,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,9,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,11001000,1
02/24/2018 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),Sabado,12/31/1899 01:30:00 AM,CARACOLI E-19,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,13,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,1
02/24/2018 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),Sabado,12/31/1899 07:00:00 PM,PERDOMO ALTO E-19,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,19,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
02/24/2018 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),Sabado,12/31/1899 05:00:00 PM,EL REMANSO E-7,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,14,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,SECUNDARIA,11001000,1
02/24/2018 12:00:00 AM,CUNDINAMARCA,FACATATIVA,Sabado,12/31/1899 09:30:00 PM,RINCON DE FACA,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,4,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,NO REPORTADO,25269000,1
02/24/2018 12:00:00 AM,CUNDINAMARCA,FACATATIVA,Sabado,12/31/1899 09:30:00 PM,RINCON DE FACA,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,7,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,25269000,1
02/24/2018 12:00:00 AM,CUNDINAMARCA,SASAIMA,Sabado,12/31/1899 10:00:00 PM,SAN CARLOS,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,10,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,25718000,1
02/24/2018 12:00:00 AM,GUAJIRA,RIOHACHA (CT),Sabado,12/31/1899 10:00:00 AM,31 DE OCTUBRE,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,8,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,44001000,1
02/24/2018 12:00:00 AM,HUILA,ACEVEDO,Sabado,12/31/1899 12:00:00 AM,SAN FRANCISCO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,12,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,41006000,1
02/24/2018 12:00:00 AM,NARIÑO,CUMBAL,Sabado,12/31/1899 05:00:00 AM,PUEBLO VIEJO,URBANA,OFICINAS,CONTUNDENTES,A PIE,A PIE,83,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,-,PRIMARIA,52227000,1
02/24/2018 12:00:00 AM,NARIÑO,LA CRUZ,Sabado,12/31/1899 11:00:00 AM,CHORRILLO,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,13,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,52378000,1
02/24/2018 12:00:00 AM,NARIÑO,PASTO (CT),Sabado,12/31/1899 10:00:00 PM,AGUALONGO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,6,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,NO REPORTADO,52001000,1
02/24/2018 12:00:00 AM,NARIÑO,SAMANIEGO,Sabado,12/31/1899 12:11:00 AM,URBANIZACION SAN JUAN DE DIOS,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,35,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,52678000,2
02/24/2018 12:00:00 AM,PUTUMAYO,MOCOA (CT),Sabado,12/31/1899 12:00:00 PM,SINAI,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,CONDUCTOR VEHICULO,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,86001000,1
02/24/2018 12:00:00 AM,QUINDIO,ARMENIA (CT),Sabado,12/31/1899 08:30:00 AM,CENTENARIO,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,17,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,63001000,1
02/24/2018 12:00:00 AM,QUINDIO,LA TEBAIDA,Sabado,12/31/1899 11:30:00 PM,GUAYACANES,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,10,MASCULINO,SOLTERO,-,ESTUDIANTE,NO REPORTADA,PRIMARIA,63401000,1
02/24/2018 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Sabado,12/31/1899 01:00:00 AM,CAMPO HERMOSO,URBANA,CASAS DE HABITACION,NO REPORTADO,A PIE,A PIE,35,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,68001000,1
02/24/2018 12:00:00 AM,SUCRE,COVEÑAS,Sabado,12/31/1899 11:58:00 PM,CENTRO,URBANA,EDIFICIO,NO REPORTADO,A PIE,A PIE,35,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,70221000,1
02/24/2018 12:00:00 AM,SUCRE,SINCELEJO (CT),Sabado,12/31/1899 04:00:00 PM,DULCE NOMBRE,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,7,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,70001000,1
02/24/2018 12:00:00 AM,TOLIMA,GUAMO,Sabado,12/31/1899 02:30:00 PM,VRDA. LAS MERCEDES,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,15,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,73319000,1
02/24/2018 12:00:00 AM,TOLIMA,IBAGUE (CT),Sabado,12/31/1899 12:00:00 AM,EL SALADO,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,17,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,73001000,1
02/24/2018 12:00:00 AM,TOLIMA,IBAGUE (CT),Sabado,12/31/1899 12:00:00 AM,EL SALADO,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,73001000,1
02/24/2018 12:00:00 AM,TOLIMA,LIBANO,Sabado,12/31/1899 01:00:00 AM,MARSELLA,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,3,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,ANALFABETA,73411000,1
02/24/2018 12:00:00 AM,TOLIMA,RIOBLANCO,Sabado,12/31/1899 12:00:00 AM,VRDA. CAMPO HERMOSO,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,15,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,73616000,1
02/24/2018 12:00:00 AM,TOLIMA,SALDAÑA,Sabado,12/31/1899 06:00:00 PM,CENTRO,URBANA,"HOTELES, RESIDENCIAS, Y SIMILARES.",SIN EMPLEO DE ARMAS,A PIE,A PIE,3,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,73671000,1
02/24/2018 12:00:00 AM,VALLE,BUENAVENTURA,Sabado,12/31/1899 05:30:00 PM,EL TRIUNFO,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,3,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,ANALFABETA,76109000,1
02/24/2018 12:00:00 AM,VALLE,BUENAVENTURA,Sabado,12/31/1899 02:00:00 AM,EL CAMPIN,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,6,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,76109000,1
02/24/2018 12:00:00 AM,VALLE,CALI (CT),Sabado,12/31/1899 07:45:00 PM,TORRES DE CONFANDI E5,URBANA,INTERIOR VEHICULO SERVICIO PUBLICO,CONTUNDENTES,CONDUCTOR TAXI,PASAJERO TAXI,15,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,1
02/24/2018 12:00:00 AM,VALLE,CALI (CT),Sabado,12/31/1899 11:30:00 PM,SAN BENITO E11,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,13,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,76001000,1
02/24/2018 12:00:00 AM,VALLE,CALI (CT),Sabado,12/31/1899 10:00:00 PM,PUERTAS DEL SOL E14,URBANA,DENTRO DE LA VIVIENDA,SIN EMPLEO DE ARMAS,A PIE,A PIE,34,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,1
02/24/2018 12:00:00 AM,VALLE,CALI (CT),Sabado,12/31/1899 04:30:00 PM,NUEVA TEQUENDAMA E19,URBANA,DENTRO DE LA VIVIENDA,SIN EMPLEO DE ARMAS,A PIE,A PIE,10,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,76001000,1
02/24/2018 12:00:00 AM,VALLE,LA CUMBRE,Sabado,12/31/1899 04:00:00 AM,VIA LA CUMBRE - YUMBO E27,RURAL,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,12,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,76377000,1
02/24/2018 12:00:00 AM,VALLE,RIOFRIO,Sabado,12/31/1899 12:00:00 AM,CGTO. PORTUGAL DE PIEDRAS,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,11,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76616000,1
02/25/2018 12:00:00 AM,ANTIOQUIA,FREDONIA,Domingo,12/31/1899 01:30:00 AM,SAN FRANCISCO,URBANA,CASAS DE HABITACION,NO REPORTADO,A PIE,A PIE,45,FEMENINO,SOLTERO,COLOMBIA,ARTISTA,-,SECUNDARIA,5282000,1
02/25/2018 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),Domingo,12/31/1899 06:00:00 AM,TOSCANA C-5,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,44,FEMENINO,DIVORCIADO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,5001000,1
02/25/2018 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),Domingo,12/31/1899 03:30:00 PM,NAZARETH C-7,URBANA,VEHICULO TAXI,CONTUNDENTES,A PIE,A PIE,36,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,5001000,1
02/25/2018 12:00:00 AM,ANTIOQUIA,MEDELLIN (CT),Domingo,12/31/1899 08:37:00 AM,LA CANDELARIA C-10,URBANA,ESTABLECIMIENTO DE SALUD,CONTUNDENTES,A PIE,A PIE,39,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,5001000,1
02/25/2018 12:00:00 AM,ARAUCA,ARAUQUITA,Domingo,12/31/1899 12:00:00 AM,VEREDA LA ISLANDIA,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,13,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,81065000,1
02/25/2018 12:00:00 AM,ATLANTICO,BARRANQUILLA (CT),Domingo,12/31/1899 10:00:00 PM,PUEBLO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,8,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,8001000,1
02/25/2018 12:00:00 AM,ATLANTICO,SOLEDAD,Domingo,12/31/1899 12:00:00 AM,VISTA HERMOSA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,13,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,SECUNDARIA,8758000,1
02/25/2018 12:00:00 AM,ATLANTICO,SOLEDAD,Domingo,12/31/1899 09:00:00 PM,LOS CEDROS,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,14,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,8758000,1
02/25/2018 12:00:00 AM,BOLIVAR,CARTAGENA (CT),Domingo,12/31/1899 09:00:00 AM,LA ESPERANZA,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,35,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,13001000,1
02/25/2018 12:00:00 AM,BOYACA,DUITAMA,Domingo,12/31/1899 08:00:00 PM,SAN ANTONIO SUR,URBANA,CASAS DE HABITACION,ESCOPOLAMINA,A PIE,A PIE,30,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,NO REPORTADA,PRIMARIA,15238000,1
02/25/2018 12:00:00 AM,BOYACA,NOBSA,Domingo,12/31/1899 05:00:00 AM,CAMILO TORRES,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,15491000,1
02/25/2018 12:00:00 AM,BOYACA,TIBANA,Domingo,12/31/1899 12:00:00 PM,VDA. PIE DE PEÑA,RURAL,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,16,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,15804000,1
02/25/2018 12:00:00 AM,BOYACA,TUNJA (CT),Domingo,12/31/1899 12:00:00 AM,BARRIO SAN LAZARO,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,14,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,15001000,1
02/25/2018 12:00:00 AM,BOYACA,TUNJA (CT),Domingo,12/31/1899 12:00:00 AM,BARRIO ALTAMIRA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,14,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,15001000,1
02/25/2018 12:00:00 AM,CAUCA,POPAYAN (CT),Domingo,12/31/1899 09:00:00 PM,LA FLORIDA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,6,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,19001000,1
02/25/2018 12:00:00 AM,CAUCA,POPAYAN (CT),Domingo,12/31/1899 05:30:00 PM,MODELO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,13,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,19001000,1
02/25/2018 12:00:00 AM,CAUCA,TOTORO,Domingo,12/31/1899 10:00:00 AM,VDA BUENAVISTA,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,5,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,19824000,1
02/25/2018 12:00:00 AM,CAUCA,TOTORO,Domingo,12/31/1899 10:00:00 AM,VDA BUENAVISTA,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,6,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,19824000,1
02/25/2018 12:00:00 AM,CAUCA,TOTORO,Domingo,12/31/1899 10:00:00 AM,VDA BUENAVISTA,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,10,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,19824000,1
02/25/2018 12:00:00 AM,CESAR,VALLEDUPAR (CT),Domingo,12/31/1899 07:00:00 PM,12 DE OCTUBRE,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,13,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,20001000,1
02/25/2018 12:00:00 AM,CHOCO,BAHIA SOLANO,Domingo,12/31/1899 08:00:00 PM,FILLOCASTRO,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,9,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,27075000,1
02/25/2018 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),Domingo,12/31/1899 06:20:00 AM,VILLA DEL RIO E-7,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,FEMENINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,1
02/25/2018 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),Domingo,12/31/1899 12:00:00 AM,EL RUBI I SECTOR E-8,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,14,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,SECUNDARIA,11001000,1
02/25/2018 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),Domingo,12/31/1899 02:00:00 PM,TIMIZA CELULA A LOTE RA-2 E-8,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,14,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,11001000,1
02/25/2018 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),Domingo,12/31/1899 10:00:00 AM,GRAN YOMASA E-5,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,7,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,11001000,1
02/25/2018 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),Domingo,12/31/1899 03:00:00 PM,TECHO  E-8,URBANA,OTRO,SIN EMPLEO DE ARMAS,A PIE,A PIE,7,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,PRIMARIA,11001000,1
02/25/2018 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),Domingo,12/31/1899 02:00:00 PM,DINDALITO E-8,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,2,FEMENINO,SOLTERO,COLOMBIA,NO REPORTA,-,-,11001000,1
02/25/2018 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),Domingo,12/31/1899 05:00:00 PM,CASTILLA REAL     E-8,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,3,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,ANALFABETA,11001000,1
02/25/2018 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),Domingo,12/31/1899 11:00:00 PM,GRANADA E-2,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,13,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,SECUNDARIA,11001000,1
02/25/2018 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),Domingo,12/31/1899 03:10:00 PM,TUNA BAJA E-11,URBANA,VIAS PUBLICAS,ESCOPOLAMINA,A PIE,A PIE,13,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,SECUNDARIA,11001000,1
02/25/2018 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),Domingo,12/31/1899 10:00:00 AM,GRANADA SUR E-4,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,26,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,11001000,1
02/25/2018 12:00:00 AM,CUNDINAMARCA,BOGOTA D.C. (CT),Domingo,12/31/1899 12:00:00 AM,LA GIRALDA E-9,URBANA,OTRO,CONTUNDENTES,A PIE,A PIE,12,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,SECUNDARIA,11001000,1
02/25/2018 12:00:00 AM,CUNDINAMARCA,SOACHA,Domingo,12/31/1899 09:00:00 AM,JUAN PABLO I,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,30,FEMENINO,UNION LIBRE,-,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,25754000,1
